v;abandon;abandonment;;;;;;;;;;;
v;abase;abasement;;;;;;;;;;;
v;abash;abashment;;;;;;;;;;;
v;abate;abatement;;;;;;;;;;;
v;abbreviate;abbreviation;;;;;;;;;;;
v;abdicate;abdication;;;;;;;;;;;
v;abduce;abducent;;;;;;;;;;;
v;abduct;abduction;;;;;;;;;;;
v;aberrate;aberration;aberrance;aberrancy;aberrant;;;;;;;;
v;abet;abettal;abetter;abetment;;;;;;;;;
v;abhor;abhorrence;;;;;;;;;;;
v;abide;abidance;;;;;;;;;;;
v;abirritate;abirritation;;;;;;;;;;;
v;abjure;abjuration;;;;;;;;;;;
v;ablate;ablation;;;;;;;;;;;
v;abnegate;abnegation;abnegator;;;;;;;;;;
v;abolish;abolition;abolishment;;;;;;;;;;
v;abominate;abomination;;;;;;;;;;;
v;abort;abortion;;;;;;;;;;;
v;abound;abundance;;;;;;;;;;;
v;about-face;about-face;;;;;;;;;;;
v;abrade;abrasion;;;;;;;;;;;
v;abrase;abrasion;abrasiveness;abrader;abradant;abrasive;;;;;;;
v;abreact;abreaction;;;;;;;;;;;
v;abridge;abridgement;;;;;;;;;;;
v;abrogate;abrogation;;;;;;;;;;;
v;abscess;abscess;;;;;;;;;;;
v;abscise;abscission;;;;;;;;;;;
v;abscond;absconder;abscondment;;;;;;;;;;
v;absent;absence;absenteeism;absentee;;;;;;;;;
v;absolve;absolution;absolutism;absoluteness;absolute;absolver;;;;;;;
v;absorb;absorption;;;;;;;;;;;
v;abstain;abstention;;;;;;;;;;;
v;abstract;abstraction;abstract;;;;;;;;;;
v;abuse;abuse;;;;;;;;;;;
v;abut;abutment;;;;;;;;;;;
v;aby;abies;;;;;;;;;;;
v;accede;accedence;;;;;;;;;;;
v;accelerate;acceleration;;;;;;;;;;;
v;accent;accent;;;;;;;;;;;
v;accentuate;accentuation;;;;;;;;;;;
v;accept;acceptance;acceptation;;;;;;;;;;
v;access;access;;;;;;;;;;;
v;accession;access;accessibility;accession;;;;;;;;;
v;acclaim;acclaim;;;;;;;;;;;
v;acclimate;acclimation;;;;;;;;;;;
v;acclimatise;acclimatization;;;;;;;;;;;
v;acclimatize;acclimatization;;;;;;;;;;;
v;accommodate;accommodation;;;;;;;;;;;
v;accompany;accompaniment;;;;;;;;;;;
v;accomplish;accomplishment;;;;;;;;;;;
v;accord;accordance;accord;;;;;;;;;;
v;account;account;;;;;;;;;;;
v;accouter;accouterment;;;;;;;;;;;
v;accoutre;accoutrement;;;;;;;;;;;
v;accredit;accreditation;;;;;;;;;;;
v;accrete;accretion;;;;;;;;;;;
v;accrue;accrual;;;;;;;;;;;
v;acculturate;acculturation;;;;;;;;;;;
v;accumulate;accumulation;;;;;;;;;;;
v;accuse;accusation;;;;;;;;;;;
v;ace;ace;ac;;;;;;;;;;
v;acerbate;acerbity;acerbation;;;;;;;;;;
v;acetify;acetification;;;;;;;;;;;
v;acetylate;acetylation;acetyl;;;;;;;;;;
v;acetylize;acetylation;acetyl;;;;;;;;;;
v;ache;ache;aching;;;;;;;;;;
v;achieve;achievement;;;;;;;;;;;
v;achromatise;achromatism;achromatization;;;;;;;;;;
v;achromatize;achromatism;achromatization;;;;;;;;;;
v;acidify;acidification;;;;;;;;;;;
v;acidulate;acidulation;acidulousness;;;;;;;;;;
v;acierate;acieration;;;;;;;;;;;
v;acquaint;acquaintance;;;;;;;;;;;
v;acquiesce;acquiescence;;;;;;;;;;;
v;acquire;acquisition;acquirement;;;;;;;;;;
v;acquit;acquittal;;;;;;;;;;;
v;act;action;act;acting;;;;;;;;;
v;activate;activation;;;;;;;;;;;
v;actualise;actuality;actualization;;;;;;;;;;
v;actualize;actuality;actualization;;;;;;;;;;
v;actuate;actuation;actuator;;;;;;;;;;
v;acuminate;acumination;;;;;;;;;;;
v;adapt;adaptation;;;;;;;;;;;
v;add;addition;;;;;;;;;;;
v;addict;addiction;;;;;;;;;;;
v;address;address;addressee;;;;;;;;;;
v;adduce;adduction;adducing;;;;;;;;;;
v;adduct;adduction;adducing;;;;;;;;;;
v;adhere;adhesion;adherence;;;;;;;;;;
v;adhibit;adhibition;;;;;;;;;;;
v;adjoin;junction;;;;;;;;;;;
v;adjourn;adjournment;;;;;;;;;;;
v;adjudge;adjudgment;;;;;;;;;;;
v;adjudicate;adjudication;;;;;;;;;;;
v;adjure;adjuration;;;;;;;;;;;
v;adjust;adjustment;;;;;;;;;;;
v;admeasure;admeasurement;;;;;;;;;;;
v;administer;administration;;;;;;;;;;;
v;administerate;administeration;;;;;;;;;;;
v;administrate;administration;administrator;;;;;;;;;;
v;admire;admiration;;;;;;;;;;;
v;admit;admission;admittance;;;;;;;;;;
v;admix;admixture;;;;;;;;;;;
v;admonish;admonition;;;;;;;;;;;
v;adopt;adoption;;;;;;;;;;;
v;adore;adoration;;;;;;;;;;;
v;adorn;adornment;;;;;;;;;;;
v;adsorb;adsorption;adsorbate;adsorbent;;;;;;;;;
v;adulate;adulation;adulator;;;;;;;;;;
v;adulterate;adulteration;;;;;;;;;;;
v;adumbrate;adumbration;;;;;;;;;;;
v;advance;advance;advancement;;;;;;;;;;
v;advantage;advantage;advantageousness;;;;;;;;;;
v;adventure;adventure;adventurism;adventurousness;adventurer;;;;;;;;
v;advert;adversary;adversity;adversion;advertence;advertency;advert;advertizing;;;;;
v;advertise;advertisement;;;;;;;;;;;
v;advertisement;ad;;;;;;;;;;;
v;advertize;adversary;adversity;adversion;advertence;advertency;advert;advertizing;;;;;
v;advice;advisory;;;;;;;;;;;
v;advise;advice;;;;;;;;;;;
v;advocate;advocacy;;;;;;;;;;;
v;aerate;aeration;;;;;;;;;;;
v;aerify;aerification;;;;;;;;;;;
v;aerosolize;aerosol;;;;;;;;;;;
v;aestivate;aestivation;;;;;;;;;;;
v;affect;affection;affectation;effect;affect;;;;;;;;
v;affiliate;affiliation;;;;;;;;;;;
v;affirm;affirmation;;;;;;;;;;;
v;affix;affixation;affix;;;;;;;;;;
v;afflict;affliction;;;;;;;;;;;
v;afforest;afforestation;;;;;;;;;;;
v;affranchise;affranchisement;;;;;;;;;;;
v;affright;affright;;;;;;;;;;;
v;affront;effrontery;;;;;;;;;;;
v;africanise;african;africanization;;;;;;;;;;
v;africanize;african;africanization;;;;;;;;;;
v;afrikanerise;afrikanerization;;;;;;;;;;;
v;afrikanerize;afrikanerization;;;;;;;;;;;
v;age;age;ageism;agism;agent;aging;ag;aged;ageing;;;;
v;agglomerate;agglomeration;;;;;;;;;;;
v;agglutinate;agglutination;;;;;;;;;;;
v;aggrade;aggradation;;;;;;;;;;;
v;aggrandise;aggrandizement;aggrandisement;;;;;;;;;;
v;aggrandize;aggrandizement;;;;;;;;;;;
v;aggravate;aggravation;;;;;;;;;;;
v;aggregate;aggregation;aggregate;;;;;;;;;;
v;aggress;aggression;aggressiveness;;;;;;;;;;
v;aggrieve;aggrievement;;;;;;;;;;;
v;agitate;agitation;;;;;;;;;;;
v;agnate;agnate;agnation;;;;;;;;;;
v;agonise;agonization;;;;;;;;;;;
v;agonize;agonist;agonization;;;;;;;;;;
v;agree;agreement;;;;;;;;;;;
v;agress;aggression;;;;;;;;;;;
v;aid;aid;;;;;;;;;;;
v;ail;ailment;ail;;;;;;;;;;
v;aim;aim;;;;;;;;;;;
v;air;air;;;;;;;;;;;
v;air-condition;air-conditioning;;;;;;;;;;;
v;airbrush;airbrush;;;;;;;;;;;
v;airlift;airlift;;;;;;;;;;;
v;airmail;airmail;;;;;;;;;;;
v;alarm;alarm;;;;;;;;;;;
v;alchemize;alchemization;;;;;;;;;;;
v;alcoholise;alcoholism;alcoholization;alcohol;alcoholic;;;;;;;;
v;alcoholize;alcoholism;alcoholization;alcohol;alcoholic;;;;;;;;
v;alert;alert;;;;;;;;;;;
v;alibi;alibi;;;;;;;;;;;
v;alien;alienation;alienism;alien;;;;;;;;;
v;alienate;alienation;;;;;;;;;;;
v;align;alignment;;;;;;;;;;;
v;aliment;alimentation;aliment;;;;;;;;;;
v;aline;alinement;;;;;;;;;;;
v;alkalify;alkalification;;;;;;;;;;;
v;alkalinize;alkalinity;alkalinization;alkali;;;;;;;;;
v;alkalize;alkalizer;;;;;;;;;;;
v;allege;allegation;;;;;;;;;;;
v;allegorise;allegory;allegorization;;;;;;;;;;
v;allegorize;allegory;allegorization;;;;;;;;;;
v;alleviate;alleviation;;;;;;;;;;;
v;alligator;alligator;;;;;;;;;;;
v;alliterate;alliteration;;;;;;;;;;;
v;allocate;allocation;;;;;;;;;;;
